d_week_seq1,round
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5293,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5294,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5295,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5296,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5297,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5298,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5299,1.0
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5300,0.44
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5301,1.0
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5302,0.99
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5303,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5304,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5305,1.0
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5306,1.01
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5307,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5308,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5309,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5310,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
5311,1.0
